Customer Name,Periode,Sales Doc,Sales Item,Material No,Material Desc, Sales Qty , Total Amount 
PT. GC,January 2022,2100000574,10,PLTF,Finished Baby Plate, 15 ," 416,934 "
FSC,January 2022,1200000028,2300,BSBS,SFG - Baby Slab," 9,174 ", - 
PT. HJT,January 2022,2100000864,10,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,720 "
PT. SRM,January 2022,2100001295,10,CPLF,Finished Coil Plate, 305 ," 278,703 "
TCP,January 2022,2900000084,80,FABF,Finished Fabrication," 113,720 ", 178 
CV. TSK,January 2022,2100000746,20,PLTF,Finished Baby Plate, 51 ," 267,596 "
PT. HJT,January 2022,2100000963,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 30 ," 125,541 "
PT. HJT,January 2022,2100000520,50,CPLF-0000000014,CPLF-ASTM A 36 7.7x1200x2400, 483 ," 1,325,586 "
PT. HJT,January 2022,2100000364,10,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 5 ," 9,807 "
PT. HJT,January 2022,2100000737,50,EPBF,Finished ERW Pipe," 1,571 "," 1,383,487 "
PT. HJT,January 2022,2100001268,110,RBFF,Finished Rolled Beam Fabricated, 24 ," 234,916 "
PT. HJT,January 2022,2100001399,30,RBMF-0000000010,IWF-JIS G 3101 SS 400 298x149x12000, 20 ," 126,303 "
ATP,January 2022,2900000093,160,PLTF,Finished Baby Plate, 21 , 153 
FSC,January 2022,1200000006,2250,PLTF,Finished Baby Plate," 9,480 ", - 
PT. HJT,January 2022,2100000339,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 75 ," 315,758 "
FSC,January 2022,1200000003,50,CNPF,Finished Lipped Channel, 3 , - 
PT. HJT,January 2022,2100000491,20,CPLF-0000000008,CPLF-ASTM A 36 3.7x1200x2400, 8 ," 10,933 "
PT. HJT,January 2022,2100000715,70,RBFF,Finished Rolled Beam Fabricated, 2 ," 10,179 "
CV. MM,January 2022,2100000679,100,PLTF,Finished Baby Plate, 74 ," 377,445 "
PT. HJT,January 2022,2100001010,10,RHCF,Finished Rolled Honey Comb, 27 ," 448,144 "
PT. HJT,January 2022,2100000410,20,HRCF-0000000062,HRCF-JIS G 3101 SS 400 2x1200," 39,030 "," 576,484 "
PT. HJT,January 2022,2100001020,20,EPBF,Finished ERW Pipe, 740 ," 3,391,913 "
FSC,January 2022,1200000006,1620,PLTF,Finished Baby Plate," 5,024 ", - 
PT. BBM,January 2022,2100000932,50,PLTF,Finished Baby Plate, 54 ," 1,079,103 "
PT. HJT,January 2022,2100001102,30,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 1 ," 14,327 "
PT. HJT,January 2022,2100001132,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 74 ," 314,160 "
O&C,January 2022,2900000090,300,WBMF,Finished Welded Beam, 2 , 3 
FSC,January 2022,1200000026,840,PLTF,Finished Baby Plate," 25,050 ", - 
PT. HJT,January 2022,2100000718,50,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 59 ," 1,168,295 "
PT. HJT,January 2022,2100000856,20,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 1 ," 4,182 "
FSC,January 2022,1200000028,1960,BSBS,SFG - Baby Slab," 8,317 ", - 
PT. HJT,January 2022,2100000485,20,RHCF,Finished Rolled Honey Comb, 5 ," 77,290 "
PT. HJT,January 2022,2100000947,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 6 ," 178,976 "
PT. HJT,January 2022,2100000515,20,CPLF-0000000001,CPLF-ASTM A 36 2x1200x2400," 2,000 "," 1,464,233 "
FS,January 2022,1000000046,130,RBFF,Finished Rolled Beam Fabricated, 4 ," 28,931 "
PT. TWA,January 2022,2100000955,10,PLTF,Finished Baby Plate, 6 ," 195,688 "
PT. HJT,January 2022,2100001209,30,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 16 ," 161,814 "
FSC,January 2022,1200000001,180,CRGF,Finished CRC Galvanized," 13,745 ", - 
O&C,January 2022,2900000090,110,WBMF,Finished Welded Beam, 1 , 15 
PT. HJT,January 2022,2100000908,30,RBFF,Finished Rolled Beam Fabricated, 1 ," 4,677 "
FSC,January 2022,1200000019,1940,PLTF,Finished Baby Plate," 31,866 ", - 
FSC,January 2022,1200000026,1300,PLTF,Finished Baby Plate," 1,983 ", - 
FSC,January 2022,1200000015,1060,PLTF,Finished Baby Plate," 1,572 ", - 
TCP,January 2022,2900000075,50,WBMF,Finished Welded Beam, 1 , 0 
PT. BBM,January 2022,2100000601,60,CPLF,Finished Coil Plate, 516 ," 3,185,237 "
PT. IB,January 2022,2100001421,120,EPBF-0000000031,"JIS G 3445 STKM 11A 11/2""(48.3)x3x6000", 273 ," 85,080 "
TCP,January 2022,2900000087,100,WBMF,Finished Welded Beam, 2 , 6 
PT. HJT,January 2022,2100001347,20,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 5 ," 50,567 "
PT. HJT,January 2022,2100000766,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 6 ," 124,929 "
PT. WSJ,January 2022,2100000631,40,HRCF,Finished Hot Rolled Coil," 20,000 "," 298,913 "
PT. HJT,January 2022,2100000546,100,HRCF,Finished Hot Rolled Coil," 20,000 "," 333,106 "
PT. TJ,January 2022,2100000701,30,CPLF,Finished Coil Plate, 100 ," 273,897 "
PT. HJT,January 2022,2100001101,10,RBFF,Finished Rolled Beam Fabricated, 8 ," 22,086 "
PT. HJT,January 2022,2100000831,50,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 4 ," 78,305 "
O&C,January 2022,2900000037,540,WBMF,Finished Welded Beam, 5 , 6 
PT. DHJ,January 2022,2100001276,80,EPBF-0000000032,"JIS G 3445 STKM 11A 11/2""(48.3)x3.2x6000", 410 ," 136,137 "
PT. GC,January 2022,2100001070,40,PLTF,Finished Baby Plate, 10 ," 270,359 "
FSC,January 2022,1200000006,1120,PLTF,Finished Baby Plate," 6,654 ", - 
PSC,January 2022,1000000030,10,PLTF,Finished Baby Plate, 12 ," 152,071 "
O&C,January 2022,2900000105,370,WBMF,Finished Welded Beam, 1 , 2 
FSC,January 2022,1200000028,1520,BSBS,SFG - Baby Slab," 2,965 ", - 
PT. HJT,January 2022,2100001245,20,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 10 ," 41,819 "
FSC,January 2022,1200000006,740,PLTF,Finished Baby Plate," 46,228 ", - 
FSC,January 2022,1200000006,270,HRCF,Finished Hot Rolled Coil," 18,740 ", - 
FSC,January 2022,1200000015,1210,PLTF,Finished Baby Plate," 2,800 ", - 
PT. ADP,January 2022,2100001113,10,PLTF,Finished Baby Plate, 106 ," 13,464,210 "
PT. HJT,January 2022,2700000003,10,RBMF-0000000010,IWF-JIS G 3101 SS 400 298x149x12000, 1 ," 6,862 "
PT. HJT,January 2022,2100000838,60,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 2 ," 20,227 "
PT. HJT,January 2022,2100001084,10,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 62 ," 1,050,777 "
O&C,January 2022,2900000100,40,CTSF,Finished Plate Cut to Shape, 6 , 1 
PT. GRB,January 2022,2100001162,10,SWPF,Finished Spiral Welded Pipe, 262 ," 9,049,013 "
FSC,January 2022,1200000006,2110,PLTF,Finished Baby Plate," 16,614 ", - 
PT. HJT,January 2022,2100001173,90,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 1 ," 2,744 "
PT. HJT,January 2022,2100001224,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 42 ," 863,265 "
ATP,January 2022,2900000093,220,PLTF,Finished Baby Plate, 21 , 114 
PT. BE,January 2022,2100001247,20,HRCF,Finished Hot Rolled Coil," 116,650 "," 1,659,778 "
PT. ADP,January 2022,2100000509,50,HRCF,Finished Hot Rolled Coil," 100,000 "," 1,479,500 "
PT. IB,January 2022,2100000871,50,CPLF,Finished Coil Plate," 1,885 "," 3,676,986 "
FSC,January 2022,1200000008,40,FPLF,Finished Plate Bar," 321,859 ", - 
OSP,January 2022,2900000095,90,PLTF,Finished Baby Plate, 32 , 27 
TCP,January 2022,2900000063,10,PLTF,Finished Baby Plate, 91 , 53 
PT. HJT,January 2022,2100001147,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 13 ," 230,485 "
PT. HJT,January 2022,2100001245,40,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 15 ," 86,986 "
TCP,January 2022,2900000056,60,WBMF,Finished Welded Beam, 1 , 1 
PT. HJT,January 2022,2100001227,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 30 ," 125,456 "
PT. HJT,January 2022,2100000340,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 32 ," 529,096 "
PT. HJT,January 2022,2100000493,20,CPLF-0000000024,CPLF-ASTM A 36 5.8x1500x6000, 46 ," 302,678 "
O&C,January 2022,2900000090,320,WBMF,Finished Welded Beam, 5 , 8 
PT. HJT,January 2022,2100001111,50,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 7 ," 29,273 "
FS,January 2022,1000000059,160,CTSF,Finished Plate Cut to Shape, 8 ," 1,337 "
FSC,January 2022,1200000004,680,PLTF,Finished Baby Plate, 5 , - 
PT. PAS,January 2022,2100000751,20,CNPF,Finished Lipped Channel, 13 ," 6,737 "
TCP,January 2022,2900000049,20,WBMF,Finished Welded Beam, 2 , 9 
PT. HJT,January 2022,2100001111,20,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 8 ," 126,600 "
PT. HJT,January 2022,2100000412,10,HRCF-0000000168,HRCF-JIS G 3101 SS 400 2.9x1200," 12,840 "," 186,180 "
PT. HJT,January 2022,2100001327,10,RBFF,Finished Rolled Beam Fabricated, 2 ," 3,783 "
PT. GA,January 2022,2100000568,10,CPLF,Finished Coil Plate, 54 ," 417,410 "
PT. HJT,January 2022,2100001292,10,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 14 ," 88,807 "
ATP,January 2022,2900000040,190,PLTF,Finished Baby Plate, 35 , 33 
PT. HJT,January 2022,2100000339,50,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 50 ," 291,912 "
PT. HJT,January 2022,2100000551,40,CPLF,Finished Coil Plate, 382 ," 3,457,896 "
PT. HJT,January 2022,2100000857,50,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 29 ," 164,653 "
PT. IB,January 2022,2100000876,120,CPLF,Finished Coil Plate, 373 ," 567,783 "
PT. ADP,January 2022,2100000461,20,HRCF-0000000105,HRCF-JIS G 3131 SPHC 2x1200," 208,000 "," 3,270,467 "
PT. HJT,January 2022,2100001183,40,RBMF-0000000010,IWF-JIS G 3101 SS 400 298x149x12000, 20 ," 127,362 "
PT. BBM,January 2022,2100000932,20,PLTF,Finished Baby Plate, 109 ," 1,212,730 "
PT. HJT,January 2022,2100000973,30,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 26 ," 190,789 "
FSC,January 2022,1200000006,750,PLTF,Finished Baby Plate, 309 , - 
PT. SS,January 2022,2100000223,20,CPLF,Finished Coil Plate, 588 ," 5,212,639 "
FSC,January 2022,1200000019,2280,PLTF,Finished Baby Plate," 12,236 ", - 
PT. HJT,January 2022,2100000944,60,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 13 ," 256,265 "
OSP,January 2022,2900000106,470,WBMF,Finished Welded Beam, 4 , 13 
PT. HJT,January 2022,2100001098,10,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 1 ," 6,298 "
FSC,January 2022,1200000004,130,HRCF,Finished Hot Rolled Coil, 1 , - 
PT. HJT,January 2022,2100001284,40,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 31 ," 231,842 "
PT. BBM,January 2022,2100000949,40,CNPF-0000000007,CNP-JIS G 3131 SPHC 100x50x20x3x6000, 300 ," 143,744 "
PT. HJT,January 2022,2100000374,20,EPBF-0000000062,"JIS G 3445 STKM 11A 3""(88.9)x2.2x6000", 190 ," 80,978 "
PT. CAM,January 2022,2100000668,100,CPLF-0000000024,CPLF-ASTM A 36 5.8x1500x6000, 114 ," 703,715 "
PT. ADP,January 2022,2100000427,20,HRCF-0000000122,HRCF-JIS G 3131 SPHC 2.1x1219," 294,419 "," 4,585,870 "
PT. HJT,January 2022,2100001086,60,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 3 ," 57,626 "
O&C,January 2022,2900000037,960,WBMF,Finished Welded Beam, 5 , 6 
FSC,January 2022,1200000000,580,RBFF,Finished Rolled Beam Fabricated, 10 , - 
PT. HJT,January 2022,2100001213,50,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 54 ," 395,730 "
FS,January 2022,1000000017,200,CTSF,Finished Plate Cut to Shape, 6 ," 1,108 "
PT. SAS,January 2022,2100001283,190,PLTF,Finished Baby Plate, 6 ," 225,496 "
FS,January 2022,1000000046,100,RBFF,Finished Rolled Beam Fabricated, 1 ," 7,532 "
PT. HJT,January 2022,2100001237,90,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 20 ," 277,972 "
FSC,January 2022,1200000026,760,PLTF,Finished Baby Plate," 4,054 ", - 
PT. HJT,January 2022,2100000433,40,HRCF-0000000062,HRCF-JIS G 3101 SS 400 2x1200," 153,310 "," 2,416,452 "
O&C,January 2022,2900000105,110,WBMF,Finished Welded Beam, 1 , 2 
PT. HJT,January 2022,2100001400,60,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 8 ," 116,710 "
PT. HJT,January 2022,2100001138,30,RBFF,Finished Rolled Beam Fabricated, 70 ," 1,169,956 "
PT. HJT,January 2022,2100000793,10,EPBF,Finished ERW Pipe," 3,600 "," 2,346,802 "
FSC,January 2022,1200000000,420,RBFF,Finished Rolled Beam Fabricated, 1 , - 
PT. BBM,January 2022,2100000938,50,CNPF-0000000014,CNP-JIS G 3131 SPHC 125x50x20x3x6000," 1,000 "," 533,616 "
FSC,January 2022,1200000022,2630,PLTF,Finished Baby Plate," 96,000 ", - 
PT. HJT,January 2022,2100001153,10,RBMF-0000000021,HB-JIS G 3101 SS 400 200x200x12000, 3 ," 29,930 "
PT. TJ,January 2022,2100000698,30,PLTF,Finished Baby Plate, 104 ," 2,216,236 "
FSC,January 2022,1200000004,530,PLTF,Finished Baby Plate, 8 , - 
PT. SPA,January 2022,2100000834,40,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 6 ," 113,474 "
PT. HJT,January 2022,2100000993,20,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 6 ," 43,417 "
FSC,January 2022,1200000003,100,CNPF,Finished Lipped Channel, 200 , - 
PT. HJT,January 2022,2100000816,60,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 14 ," 274,068 "
PT. PAS,January 2022,2100001205,40,CNPF,Finished Lipped Channel, 26 ," 17,955 "
PT. HJT,January 2022,2100000168,80,EPBF,Finished ERW Pipe," 1,160 "," 653,264 "
PT. HJT,January 2022,2100001374,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 12 ," 186,334 "
O&C,January 2022,2900000090,720,WBMF,Finished Welded Beam, 5 , 12 
PT. HJT,January 2022,2100001290,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 34 ," 561,480 "
O&C,January 2022,2900000037,1030,WBMF,Finished Welded Beam, 4 , 5 
PT. HJT,January 2022,2100001117,180,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 5 ," 97,882 "
PT. HJT,January 2022,2100000520,20,CPLF-0000000004,CPLF-ASTM A 36 2.7x1200x2400," 1,600 "," 1,555,583 "
O&C,January 2022,2900000105,360,WBMF,Finished Welded Beam, 1 , 2 
FSC,January 2022,1200000006,1090,PLTF,Finished Baby Plate," 8,346 ", - 
TCP,January 2022,2900000078,240,PLTF,Finished Baby Plate, 3 , 7 
PT. HJT,January 2022,2100001286,10,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 43 ," 626,751 "
CV. MM,January 2022,2100000679,40,CPLF-0000000010,CPLF-ASTM A 36 4.7x1200x2400, 180 ," 272,536 "
FSC,January 2022,1200000015,630,PLTF,Finished Baby Plate," 5,388 ", - 
PT. HJT,January 2022,2100000344,10,RBMF-0000000046,HB-JIS G 3101 SS 540 300x300x12000, 24 ," 515,092 "
PT. HJT,January 2022,2100001342,20,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 26 ," 171,242 "
PT. IB,January 2022,2100001428,10,EPBF-0000000011,"JIS G 3445 STKM 11A 1""(33.4)x2x6000", 507 ," 74,031 "
PT. HJT,January 2022,2100000892,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 9 ," 138,111 "
FSC,January 2022,1200000015,820,PLTF,Finished Baby Plate," 11,968 ", - 
PT. HJT,January 2022,2100001119,60,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 5 ," 95,599 "
PT. SJS,January 2022,2100000652,50,PLTF,Finished Baby Plate, 83 ," 407,851 "
PT. HJT,January 2022,2100001209,60,RBMF-0000000001,IWF-JIS G 3101 SS 400 600x200x12000, 20 ," 491,336 "
PT. HJT,January 2022,2100000762,40,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 6 ," 34,794 "
PT. HJT,January 2022,2100001006,20,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 11 ," 72,449 "
FSC,January 2022,1200000004,850,PLTF,Finished Baby Plate, 122 , - 
PT. BBM,January 2022,2100000990,30,CNPF-0000000001,CNP-JIS G 3131 SPHC 100x50x20x2x6000, 500 ," 166,099 "
FSC,January 2022,1200000003,250,EPBF,Finished ERW Pipe, 36 , - 
PT. HJT,January 2022,2100000146,20,UL-RBMF-0000004,HB-JIS G 3101 SS 400 125x125x12000-UL, 1 ," 4,339 "
PT. FBI,January 2022,2100000602,10,PLTF,Finished Baby Plate, 15 ," 75,286 "
ATP,January 2022,2900000051,50,CRCF,Finished Cold Rolled Coil," 50,000 ", 51 
PT. HJT,January 2022,2100001135,10,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 8 ," 239,505 "
CRM,January 2022,1000000006,10,FPLF,Finished Plate Bar, 343 ," 25,197 "
PT. LP,January 2022,2100000576,30,SWPF,Finished Spiral Welded Pipe, 10 ," 625,985 "
O&C,January 2022,2900000105,60,WBMF,Finished Welded Beam, 1 , 2 
PT. HJT,January 2022,2100000514,10,CPLF-0000000013,CPLF-ASTM A 36 5.8x1200x2400, 301 ," 634,989 "
ATP,January 2022,2900000107,100,CRCF,Finished Cold Rolled Coil," 50,745 ", 47 
OSP,January 2022,2900000106,750,WBMF,Finished Welded Beam, 18 , 35 
PT. HJT,January 2022,2100001144,90,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 71 ," 718,048 "
OSP,January 2022,2900000103,180,WBMF,Finished Welded Beam, 1 , 1 
PT. HJT,January 2022,2100001001,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 18 ," 75,274 "
PT. HJT,January 2022,2100000403,10,CPLF,Finished Coil Plate, 13 ," 14,973 "
PT. HJT,January 2022,2100000168,10,EPBF-0000000064,"JIS G 3445 STKM 11A 3""(88.9)x2.8x6000"," 1,500 "," 923,211 "
FSC,January 2022,1200000015,570,PLTF,Finished Baby Plate," 19,952 ", - 
FSC,January 2022,1200000028,1840,BSBS,SFG - Baby Slab," 7,606 ", - 
CV. R,January 2022,2100000588,20,PLTF,Finished Baby Plate, 160 ," 598,267 "
TMT,January 2022,2900000055,40,CPLF,Finished Coil Plate, 272 , 35 
OSP,January 2022,2900000067,150,PLTF,Finished Baby Plate, 9 , 43 
PT. HJT,January 2022,2100000615,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 2 ," 31,918 "
ATP,January 2022,2900000071,90,CRCF,Finished Cold Rolled Coil," 34,040 ", 31 
FSC,January 2022,1200000014,30,CPLF,Finished Coil Plate, 588 , - 
PT. HJT,January 2022,2100000905,60,RBFF,Finished Rolled Beam Fabricated, 1 ," 1,170 "
PT. HJT,January 2022,2100000389,20,EPBF-0000000080,"JIS G 3445 STKM 11A 4""(114.3)x4x6000", 240 ," 242,616 "
OSP,January 2022,2900000103,50,WBMF,Finished Welded Beam, 1 , 4 
O&C,January 2022,2900000090,1110,WBMF,Finished Welded Beam, 1 , 0 
CRM,January 2022,1200000029,270,HRCF,Finished Hot Rolled Coil," 71,696 ", - 
PT. HJT,January 2022,2100000362,10,EPBF,Finished ERW Pipe, 642 ," 264,707 "
PT. HJT,January 2022,2100000742,70,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 7 ," 52,691 "
TCP,January 2022,2900000082,110,WBMF,Finished Welded Beam, 2 , 6 
PT. HJT,January 2022,2100001274,10,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 45 ," 613,250 "
PT. HJT,January 2022,2100000537,10,CPLF,Finished Coil Plate, 59 ," 372,208 "
OSP,January 2022,2900000106,520,WBMF,Finished Welded Beam, 7 , 17 
PT. PNS,January 2022,2100000904,70,PLTF,Finished Baby Plate, 34 ," 590,422 "
PT. HJT,January 2022,2100000339,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 23 ," 692,747 "
PSC,January 2022,1000000034,240,PLTF,Finished Baby Plate, 5 ," 63,223 "
PT. HJT,January 2022,2100000742,20,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 14 ," 58,941 "
PSC,January 2022,1000000061,30,PLTF,Finished Baby Plate, 1 ," 63,481 "
OSP,January 2022,2900000076,130,PLTF,Finished Baby Plate, 9 , 22 
PT. HJT,January 2022,2100000437,70,PLTF-0000000014,PLTF-ASTM A 36 6x1800x6000, 6 ," 48,625 "
PT. SJA,January 2022,2100001414,50,EPBF-0000000065,"JIS G 3445 STKM 11A 3""(88.9)x3x6000"," 11,000 "," 6,615,627 "
PT. HJT,January 2022,2100000469,10,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 47 ," 328,465 "
OSP,January 2022,2900000052,40,PLTF,Finished Baby Plate, 12 , 15 
FSC,January 2022,1200000026,740,PLTF,Finished Baby Plate," 2,266 ", - 
PT. WSJ,January 2022,2100000630,40,PLTF,Finished Baby Plate, 21 ," 397,245 "
O&C,January 2022,2900000090,820,WBMF,Finished Welded Beam, 2 , 5 
PT. B,January 2022,2100001282,80,PLTF,Finished Baby Plate, 2 ," 207,491 "
O&C,January 2022,2900000090,240,WBMF,Finished Welded Beam, 1 , 10 
PT. HJT,January 2022,2100000414,40,CPLF,Finished Coil Plate, 87 ," 216,005 "
PT. BBM,January 2022,2100001189,70,CNPF-0000000009,CNP-JIS G 3131 SPHC 125x50x20x2.2x6000," 1,500 "," 597,476 "
OSP,January 2022,2900000106,1090,WBMF,Finished Welded Beam, 5 , 26 
PT. HJT,January 2022,2100001400,50,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 2 ," 15,239 "
OSP,January 2022,2900000106,880,WBMF,Finished Welded Beam, 2 , 2 
PT. HJT,January 2022,2100000244,10,RBFF,Finished Rolled Beam Fabricated, 178 ," 3,915,997 "
FSC,January 2022,1200000000,770,RBMF,Finished Rolled Beam, 28 , - 
PT. HJT,January 2022,2100001255,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 18 ," 75,274 "
SPM,January 2022,1200000016,10,SWPF,Finished Spiral Welded Pipe," 1,945 ", - 
PT. HJT,January 2022,2100000508,20,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 2 ," 30,097 "
FSC,January 2022,1200000019,1950,PLTF,Finished Baby Plate," 1,568 ", - 
PT. HJT,January 2022,2100000442,10,CRCF,Finished Cold Rolled Coil," 28,000 "," 480,864 "
OSP,January 2022,2900000029,10,WBMF,Finished Welded Beam, 10 , 10 
FSC,January 2022,1200000004,160,HRCF,Finished Hot Rolled Coil, 38 , - 
PT. BAS,January 2022,2100001121,40,CPLF,Finished Coil Plate, 482 ," 552,300 "
PT. JGA,January 2022,2100000566,70,PLTF-0000000008,PLTF-ASTM A 36 24.7x1200x2400, 14 ," 120,633 "
O&C,January 2022,2900000091,40,WBMF,Finished Welded Beam, 8 , 91 
PT. HJT,January 2022,2100001244,30,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 89 ," 1,339,322 "
PT. PTM,January 2022,2100000572,10,PLTF,Finished Baby Plate, 1 ," 91,527 "
PT. HJT,January 2022,2100000614,60,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 10 ," 143,878 "
PT. HJT,January 2022,2100001332,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 2 ," 41,083 "
FSC,January 2022,1200000006,1100,PLTF,Finished Baby Plate," 12,559 ", - 
PT. HJT,January 2022,2100001005,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 14 ," 226,085 "
PT. SS,January 2022,2100000223,40,CPLF,Finished Coil Plate, 107 ," 1,436,198 "
PT. HJT,January 2022,2100001348,80,RBFF,Finished Rolled Beam Fabricated, 2 ," 7,685 "
PT. HJT,January 2022,2100000842,70,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,919 "
PT. HJT,January 2022,2100000492,10,CPLF,Finished Coil Plate, 1 ," 9,836 "
OSP,January 2022,2900000106,100,WBMF,Finished Welded Beam, 2 , 2 
PT. BBM,January 2022,2100000681,70,PLTF,Finished Baby Plate, 40 ," 391,335 "
FSC,January 2022,1200000015,400,PLTF,Finished Baby Plate, 233 , - 
PT. HJT,January 2022,2100000547,120,HRCF,Finished Hot Rolled Coil," 2,140 "," 35,642 "
PT. HJT,January 2022,2100001265,10,RBFF,Finished Rolled Beam Fabricated, 10 ," 23,287 "
PT. HJT,January 2022,2100000550,10,WBMF,Finished Welded Beam, 9 ," 784,892 "
PT. HJT,January 2022,2100000538,30,CPLF,Finished Coil Plate, 67 ," 741,353 "
PT. HJT,January 2022,2100001032,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 11 ," 225,819 "
ATP,January 2022,2900000040,60,PLTF,Finished Baby Plate, 10 , 9 
PT. HJT,January 2022,2100001297,20,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 15 ," 106,285 "
PT. BBM,January 2022,2100000683,10,PLTF,Finished Baby Plate, 45 ," 721,092 "
FSC,January 2022,1200000015,1710,PLTF,Finished Baby Plate," 10,930 ", - 
PT. HJT,January 2022,2100001052,30,RBFF,Finished Rolled Beam Fabricated, 2 ," 17,913 "
O&C,January 2022,2900000105,520,WBMF,Finished Welded Beam, 1 , 2 
PSC,January 2022,1000000068,50,PLTF,Finished Baby Plate, 2 ," 135,774 "
